transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
8780,85,613,2017-12-27T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22T00:00:00Z
14365,61,725,2017-12-27T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-08-07T00:00:00Z
3335,34,739,2017-12-27T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18T00:00:00Z
17722,49,820,2017-12-27T00:00:00Z,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20T00:00:00Z
15318,31,932,2017-12-27T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10T00:00:00Z
12596,33,1134,2017-12-27T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11T00:00:00Z
7585,61,1304,2017-12-27T00:00:00Z,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10T00:00:00Z
13803,70,1342,2017-12-27T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11T00:00:00Z
11684,69,1358,2017-12-27T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10T00:00:00Z
16000,29,1413,2017-12-27T00:00:00Z,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22T00:00:00Z
3637,22,1495,2017-12-27T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,2009-03-08T00:00:00Z
19693,80,1532,2017-12-27T00:00:00Z,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-12-18T00:00:00Z
4159,27,1549,2017-12-27T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1992-10-11T00:00:00Z
9265,21,1571,2017-12-27T00:00:00Z,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,1991-08-05T00:00:00Z
18550,28,1624,2017-12-27T00:00:00Z,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-10T00:00:00Z
3897,43,1703,2017-12-27T00:00:00Z,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-28T00:00:00Z
10124,0,1787,2017-12-27T00:00:00Z,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1991-11-10T00:00:00Z
5186,89,1795,2017-12-27T00:00:00Z,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20T00:00:00Z
7287,74,1829,2017-12-27T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22T00:00:00Z
13829,64,1934,2017-12-27T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1995-10-24T00:00:00Z
3383,14,1999,2017-12-27T00:00:00Z,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1993-07-15T00:00:00Z
10021,93,2079,2017-12-27T00:00:00Z,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02T00:00:00Z
13207,38,2106,2017-12-27T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-06-17T00:00:00Z
8439,64,2254,2017-12-27T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18T00:00:00Z
14136,24,2304,2017-12-27T00:00:00Z,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,2002-03-22T00:00:00Z
1498,53,2358,2017-12-27T00:00:00Z,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2009-03-08T00:00:00Z
8557,54,2379,2017-12-27T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-07-21T00:00:00Z
10743,52,2427,2017-12-27T00:00:00Z,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,2002-03-22T00:00:00Z
19001,92,2548,2017-12-27T00:00:00Z,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05T00:00:00Z
12336,98,2653,2017-12-27T00:00:00Z,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16T00:00:00Z
6365,85,2731,2017-12-27T00:00:00Z,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-16T00:00:00Z
15818,7,2751,2017-12-27T00:00:00Z,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1997-05-10T00:00:00Z
11109,91,2786,2017-12-27T00:00:00Z,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26T00:00:00Z
11739,0,2805,2017-12-27T00:00:00Z,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22T00:00:00Z
