customer_id,RMF_Score,rmf_Level
2860,433,Very Loyal
2887,433,Very Loyal
2894,433,Very Loyal
2985,433,Very Loyal
2989,433,Very Loyal
2992,433,Very Loyal
3015,433,Very Loyal
3050,433,Very Loyal
3055,433,Very Loyal
3117,433,Very Loyal
3118,433,Very Loyal
3199,433,Very Loyal
3256,433,Very Loyal
3290,433,Very Loyal
3402,433,Very Loyal
3405,433,Very Loyal
3431,433,Very Loyal
3433,433,Very Loyal
3460,433,Very Loyal
3470,433,Very Loyal
8,432,Becoming Loyal
41,432,Becoming Loyal
43,432,Becoming Loyal
48,432,Becoming Loyal
51,432,Becoming Loyal
55,432,Becoming Loyal
58,432,Becoming Loyal
75,432,Becoming Loyal
87,432,Becoming Loyal
89,432,Becoming Loyal
91,432,Becoming Loyal
99,432,Becoming Loyal
109,432,Becoming Loyal
115,432,Becoming Loyal
125,432,Becoming Loyal
127,432,Becoming Loyal
136,432,Becoming Loyal
139,432,Becoming Loyal
144,432,Becoming Loyal
171,432,Becoming Loyal
197,432,Becoming Loyal
211,432,Becoming Loyal
215,432,Becoming Loyal
230,432,Becoming Loyal
234,432,Becoming Loyal
237,432,Becoming Loyal
246,432,Becoming Loyal
260,432,Becoming Loyal
261,432,Becoming Loyal
289,432,Becoming Loyal
298,432,Becoming Loyal
307,432,Becoming Loyal
314,432,Becoming Loyal
357,432,Becoming Loyal
368,432,Becoming Loyal
381,432,Becoming Loyal
385,432,Becoming Loyal
394,432,Becoming Loyal
404,432,Becoming Loyal
407,432,Becoming Loyal
420,432,Becoming Loyal
426,432,Becoming Loyal
428,432,Becoming Loyal
432,432,Becoming Loyal
433,432,Becoming Loyal
446,432,Becoming Loyal
461,432,Becoming Loyal
478,432,Becoming Loyal
479,432,Becoming Loyal
490,432,Becoming Loyal
500,432,Becoming Loyal
516,432,Becoming Loyal
534,432,Becoming Loyal
549,432,Becoming Loyal
579,432,Becoming Loyal
605,432,Becoming Loyal
608,432,Becoming Loyal
610,432,Becoming Loyal
611,432,Becoming Loyal
626,432,Becoming Loyal
638,432,Becoming Loyal
640,432,Becoming Loyal
647,432,Becoming Loyal
656,432,Becoming Loyal
679,432,Becoming Loyal
691,432,Becoming Loyal
692,432,Becoming Loyal
695,432,Becoming Loyal
704,432,Becoming Loyal
712,432,Becoming Loyal
714,432,Becoming Loyal
723,432,Becoming Loyal
724,432,Becoming Loyal
738,432,Becoming Loyal
739,432,Becoming Loyal
748,432,Becoming Loyal
752,432,Becoming Loyal
760,432,Becoming Loyal
765,432,Becoming Loyal
768,432,Becoming Loyal
769,432,Becoming Loyal
790,432,Becoming Loyal
793,432,Becoming Loyal
820,432,Becoming Loyal
827,432,Becoming Loyal
833,432,Becoming Loyal
835,432,Becoming Loyal
844,432,Becoming Loyal
871,432,Becoming Loyal
877,432,Becoming Loyal
887,432,Becoming Loyal
894,432,Becoming Loyal
903,432,Becoming Loyal
906,432,Becoming Loyal
917,432,Becoming Loyal
919,432,Becoming Loyal
925,432,Becoming Loyal
938,432,Becoming Loyal
953,432,Becoming Loyal
975,432,Becoming Loyal
986,432,Becoming Loyal
987,432,Becoming Loyal
1000,432,Becoming Loyal
1003,432,Becoming Loyal
1006,432,Becoming Loyal
1021,432,Becoming Loyal
1024,432,Becoming Loyal
1030,432,Becoming Loyal
1032,432,Becoming Loyal
1049,432,Becoming Loyal
1054,432,Becoming Loyal
1074,432,Becoming Loyal
1086,432,Becoming Loyal
1091,432,Becoming Loyal
1098,432,Becoming Loyal
1102,432,Becoming Loyal
1106,432,Becoming Loyal
1115,432,Becoming Loyal
1132,432,Becoming Loyal
1137,432,Becoming Loyal
1152,432,Becoming Loyal
1165,432,Becoming Loyal
1171,432,Becoming Loyal
1178,432,Becoming Loyal
1181,432,Becoming Loyal
1194,432,Becoming Loyal
1210,432,Becoming Loyal
1215,432,Becoming Loyal
1229,432,Becoming Loyal
1232,432,Becoming Loyal
1237,432,Becoming Loyal
1258,432,Becoming Loyal
1272,432,Becoming Loyal
1274,432,Becoming Loyal
1282,432,Becoming Loyal
1357,432,Becoming Loyal
1358,432,Becoming Loyal
1374,432,Becoming Loyal
1390,432,Becoming Loyal
1402,432,Becoming Loyal
1404,432,Becoming Loyal
1407,432,Becoming Loyal
1428,432,Becoming Loyal
1438,432,Becoming Loyal
1443,432,Becoming Loyal
1477,432,Becoming Loyal
1483,432,Becoming Loyal
1494,432,Becoming Loyal
1511,432,Becoming Loyal
1527,432,Becoming Loyal
1537,432,Becoming Loyal
1539,432,Becoming Loyal
1570,432,Becoming Loyal
1574,432,Becoming Loyal
1580,432,Becoming Loyal
1581,432,Becoming Loyal
1585,432,Becoming Loyal
1613,432,Becoming Loyal
1627,432,Becoming Loyal
1641,432,Becoming Loyal
1643,432,Becoming Loyal
1670,432,Becoming Loyal
1678,432,Becoming Loyal
1686,432,Becoming Loyal
1691,432,Becoming Loyal
1698,432,Becoming Loyal
1706,432,Becoming Loyal
1707,432,Becoming Loyal
1740,432,Becoming Loyal
1748,432,Becoming Loyal
1773,432,Becoming Loyal
1788,432,Becoming Loyal
1792,432,Becoming Loyal
1801,432,Becoming Loyal
1802,432,Becoming Loyal
1806,432,Becoming Loyal
1812,432,Becoming Loyal
1820,432,Becoming Loyal
1832,432,Becoming Loyal
1853,432,Becoming Loyal
1858,432,Becoming Loyal
1867,432,Becoming Loyal
1905,432,Becoming Loyal
1912,432,Becoming Loyal
1933,432,Becoming Loyal
1936,432,Becoming Loyal
1942,432,Becoming Loyal
1947,432,Becoming Loyal
1950,432,Becoming Loyal
1957,432,Becoming Loyal
1970,432,Becoming Loyal
1980,432,Becoming Loyal
1982,432,Becoming Loyal
2001,432,Becoming Loyal
2013,432,Becoming Loyal
2019,432,Becoming Loyal
2023,432,Becoming Loyal
2029,432,Becoming Loyal
2045,432,Becoming Loyal
2052,432,Becoming Loyal
2055,432,Becoming Loyal
2067,432,Becoming Loyal
2070,432,Becoming Loyal
2076,432,Becoming Loyal
2083,432,Becoming Loyal
2101,432,Becoming Loyal
2109,432,Becoming Loyal
2111,432,Becoming Loyal
2120,432,Becoming Loyal
2130,432,Becoming Loyal
2144,432,Becoming Loyal
2149,432,Becoming Loyal
2152,432,Becoming Loyal
2182,432,Becoming Loyal
2189,432,Becoming Loyal
2202,432,Becoming Loyal
2204,432,Becoming Loyal
2210,432,Becoming Loyal
2226,432,Becoming Loyal
2248,432,Becoming Loyal
2266,432,Becoming Loyal
2268,432,Becoming Loyal
2279,432,Becoming Loyal
2308,432,Becoming Loyal
2340,432,Becoming Loyal
2347,432,Becoming Loyal
2353,432,Becoming Loyal
2372,432,Becoming Loyal
2385,432,Becoming Loyal
2391,432,Becoming Loyal
2397,432,Becoming Loyal
2400,432,Becoming Loyal
2401,432,Becoming Loyal
2425,432,Becoming Loyal
2433,432,Becoming Loyal
2455,432,Becoming Loyal
2465,432,Becoming Loyal
2498,432,Becoming Loyal
2505,432,Becoming Loyal
2509,432,Becoming Loyal
2523,432,Becoming Loyal
2566,432,Becoming Loyal
2572,432,Becoming Loyal
2580,432,Becoming Loyal
2587,432,Becoming Loyal
2595,432,Becoming Loyal
2601,432,Becoming Loyal
2606,432,Becoming Loyal
2615,432,Becoming Loyal
2618,432,Becoming Loyal
2620,432,Becoming Loyal
2630,432,Becoming Loyal
2633,432,Becoming Loyal
2635,432,Becoming Loyal
2638,432,Becoming Loyal
2680,432,Becoming Loyal
2682,432,Becoming Loyal
2691,432,Becoming Loyal
2701,432,Becoming Loyal
2705,432,Becoming Loyal
2717,432,Becoming Loyal
2726,432,Becoming Loyal
2728,432,Becoming Loyal
2737,432,Becoming Loyal
2740,432,Becoming Loyal
2751,432,Becoming Loyal
2761,432,Becoming Loyal
2799,432,Becoming Loyal
2806,432,Becoming Loyal
2815,432,Becoming Loyal
2822,432,Becoming Loyal
2832,432,Becoming Loyal
2836,432,Becoming Loyal
2850,432,Becoming Loyal
2853,432,Becoming Loyal
2859,432,Becoming Loyal
2861,432,Becoming Loyal
2877,432,Becoming Loyal
2879,432,Becoming Loyal
2880,432,Becoming Loyal
2886,432,Becoming Loyal
2929,432,Becoming Loyal
2932,432,Becoming Loyal
2946,432,Becoming Loyal
2951,432,Becoming Loyal
2955,432,Becoming Loyal
2986,432,Becoming Loyal
2988,432,Becoming Loyal
3013,432,Becoming Loyal
3014,432,Becoming Loyal
3039,432,Becoming Loyal
3044,432,Becoming Loyal
3061,432,Becoming Loyal
3080,432,Becoming Loyal
3086,432,Becoming Loyal
3093,432,Becoming Loyal
3103,432,Becoming Loyal
3112,432,Becoming Loyal
3157,432,Becoming Loyal
3165,432,Becoming Loyal
3184,432,Becoming Loyal
3191,432,Becoming Loyal
3195,432,Becoming Loyal
3202,432,Becoming Loyal
3204,432,Becoming Loyal
3220,432,Becoming Loyal
3224,432,Becoming Loyal
3240,432,Becoming Loyal
3247,432,Becoming Loyal
3258,432,Becoming Loyal
3262,432,Becoming Loyal
3264,432,Becoming Loyal
3286,432,Becoming Loyal
3295,432,Becoming Loyal
3304,432,Becoming Loyal
3330,432,Becoming Loyal
3337,432,Becoming Loyal
3360,432,Becoming Loyal
3371,432,Becoming Loyal
3375,432,Becoming Loyal
3382,432,Becoming Loyal
3387,432,Becoming Loyal
3406,432,Becoming Loyal
3421,432,Becoming Loyal
3427,432,Becoming Loyal
3447,432,Becoming Loyal
3451,432,Becoming Loyal
3465,432,Becoming Loyal
3482,432,Becoming Loyal
76,431,Becoming Loyal
86,431,Becoming Loyal
116,431,Becoming Loyal
205,431,Becoming Loyal
249,431,Becoming Loyal
304,431,Becoming Loyal
315,431,Becoming Loyal
328,431,Becoming Loyal
340,431,Becoming Loyal
359,431,Becoming Loyal
372,431,Becoming Loyal
440,431,Becoming Loyal
453,431,Becoming Loyal
539,431,Becoming Loyal
629,431,Becoming Loyal
652,431,Becoming Loyal
684,431,Becoming Loyal
718,431,Becoming Loyal
749,431,Becoming Loyal
759,431,Becoming Loyal
776,431,Becoming Loyal
789,431,Becoming Loyal
850,431,Becoming Loyal
874,431,Becoming Loyal
928,431,Becoming Loyal
984,431,Becoming Loyal
993,431,Becoming Loyal
1025,431,Becoming Loyal
1177,431,Becoming Loyal
1191,431,Becoming Loyal
1199,431,Becoming Loyal
1200,431,Becoming Loyal
1301,431,Becoming Loyal
1315,431,Becoming Loyal
1340,431,Becoming Loyal
1353,431,Becoming Loyal
1480,431,Becoming Loyal
1481,431,Becoming Loyal
1524,431,Becoming Loyal
1600,431,Becoming Loyal
1690,431,Becoming Loyal
1864,431,Becoming Loyal
1914,431,Becoming Loyal
1952,431,Becoming Loyal
1993,431,Becoming Loyal
2104,431,Becoming Loyal
2181,431,Becoming Loyal
2273,431,Becoming Loyal
2359,431,Becoming Loyal
2419,431,Becoming Loyal
2495,431,Becoming Loyal
2607,431,Becoming Loyal
2672,431,Becoming Loyal
2732,431,Becoming Loyal
2763,431,Becoming Loyal
2839,431,Becoming Loyal
2845,431,Becoming Loyal
3131,431,Becoming Loyal
3151,431,Becoming Loyal
3176,431,Becoming Loyal
3183,431,Becoming Loyal
3219,431,Becoming Loyal
3334,431,Becoming Loyal
195,424,Becoming Loyal
363,424,Becoming Loyal
254,423,Becoming Loyal
347,423,Becoming Loyal
425,423,Becoming Loyal
706,423,Becoming Loyal
721,423,Becoming Loyal
921,423,Becoming Loyal
995,423,Becoming Loyal
1022,423,Becoming Loyal
1028,423,Becoming Loyal
1144,423,Becoming Loyal
1168,423,Becoming Loyal
1299,423,Becoming Loyal
1300,423,Becoming Loyal
1440,423,Becoming Loyal
1475,423,Becoming Loyal
1559,423,Becoming Loyal
1572,423,Becoming Loyal
1578,423,Becoming Loyal
1589,423,Becoming Loyal
1616,423,Becoming Loyal
1629,423,Becoming Loyal
1808,423,Becoming Loyal
1868,423,Becoming Loyal
1984,423,Becoming Loyal
2051,423,Becoming Loyal
2069,423,Becoming Loyal
2201,423,Becoming Loyal
2458,423,Becoming Loyal
2475,423,Becoming Loyal
2542,423,Becoming Loyal
2651,423,Becoming Loyal
2766,423,Becoming Loyal
2787,423,Becoming Loyal
2791,423,Becoming Loyal
2794,423,Becoming Loyal
2841,423,Becoming Loyal
2901,423,Becoming Loyal
2937,423,Becoming Loyal
2961,423,Becoming Loyal
3012,423,Becoming Loyal
3032,423,Becoming Loyal
3058,423,Becoming Loyal
3108,423,Becoming Loyal
3134,423,Becoming Loyal
3146,423,Becoming Loyal
3215,423,Becoming Loyal
3242,423,Becoming Loyal
3249,423,Becoming Loyal
3273,423,Becoming Loyal
6,422,Becoming Loyal
10,422,Becoming Loyal
11,422,Becoming Loyal
12,422,Becoming Loyal
13,422,Becoming Loyal
21,422,Becoming Loyal
23,422,Becoming Loyal
24,422,Becoming Loyal
28,422,Becoming Loyal
33,422,Becoming Loyal
40,422,Becoming Loyal
44,422,Becoming Loyal
47,422,Becoming Loyal
50,422,Becoming Loyal
52,422,Becoming Loyal
53,422,Becoming Loyal
54,422,Becoming Loyal
57,422,Becoming Loyal
61,422,Becoming Loyal
62,422,Becoming Loyal
69,422,Becoming Loyal
90,422,Becoming Loyal
94,422,Becoming Loyal
104,422,Becoming Loyal
112,422,Becoming Loyal
118,422,Becoming Loyal
124,422,Becoming Loyal
134,422,Becoming Loyal
138,422,Becoming Loyal
145,422,Becoming Loyal
147,422,Becoming Loyal
148,422,Becoming Loyal
151,422,Becoming Loyal
153,422,Becoming Loyal
156,422,Becoming Loyal
158,422,Becoming Loyal
159,422,Becoming Loyal
166,422,Becoming Loyal
180,422,Becoming Loyal
182,422,Becoming Loyal
185,422,Becoming Loyal
187,422,Becoming Loyal
189,422,Becoming Loyal
201,422,Becoming Loyal
208,422,Becoming Loyal
210,422,Becoming Loyal
220,422,Becoming Loyal
221,422,Becoming Loyal
223,422,Becoming Loyal
227,422,Becoming Loyal
228,422,Becoming Loyal
250,422,Becoming Loyal
263,422,Becoming Loyal
270,422,Becoming Loyal
290,422,Becoming Loyal
292,422,Becoming Loyal
295,422,Becoming Loyal
308,422,Becoming Loyal
310,422,Becoming Loyal
311,422,Becoming Loyal
312,422,Becoming Loyal
313,422,Becoming Loyal
318,422,Becoming Loyal
319,422,Becoming Loyal
327,422,Becoming Loyal
329,422,Becoming Loyal
331,422,Becoming Loyal
333,422,Becoming Loyal
337,422,Becoming Loyal
339,422,Becoming Loyal
345,422,Becoming Loyal
352,422,Becoming Loyal
354,422,Becoming Loyal
360,422,Becoming Loyal
364,422,Becoming Loyal
365,422,Becoming Loyal
371,422,Becoming Loyal
374,422,Becoming Loyal
395,422,Becoming Loyal
396,422,Becoming Loyal
401,422,Becoming Loyal
402,422,Becoming Loyal
405,422,Becoming Loyal
408,422,Becoming Loyal
417,422,Becoming Loyal
418,422,Becoming Loyal
419,422,Becoming Loyal
421,422,Becoming Loyal
424,422,Becoming Loyal
430,422,Becoming Loyal
437,422,Becoming Loyal
444,422,Becoming Loyal
454,422,Becoming Loyal
463,422,Becoming Loyal
465,422,Becoming Loyal
471,422,Becoming Loyal
472,422,Becoming Loyal
477,422,Becoming Loyal
498,422,Becoming Loyal
505,422,Becoming Loyal
507,422,Becoming Loyal
513,422,Becoming Loyal
532,422,Becoming Loyal
533,422,Becoming Loyal
538,422,Becoming Loyal
545,422,Becoming Loyal
546,422,Becoming Loyal
548,422,Becoming Loyal
556,422,Becoming Loyal
558,422,Becoming Loyal
560,422,Becoming Loyal
570,422,Becoming Loyal
576,422,Becoming Loyal
587,422,Becoming Loyal
588,422,Becoming Loyal
593,422,Becoming Loyal
603,422,Becoming Loyal
604,422,Becoming Loyal
619,422,Becoming Loyal
627,422,Becoming Loyal
630,422,Becoming Loyal
633,422,Becoming Loyal
636,422,Becoming Loyal
648,422,Becoming Loyal
655,422,Becoming Loyal
661,422,Becoming Loyal
662,422,Becoming Loyal
665,422,Becoming Loyal
667,422,Becoming Loyal
668,422,Becoming Loyal
671,422,Becoming Loyal
682,422,Becoming Loyal
693,422,Becoming Loyal
703,422,Becoming Loyal
707,422,Becoming Loyal
710,422,Becoming Loyal
716,422,Becoming Loyal
719,422,Becoming Loyal
722,422,Becoming Loyal
727,422,Becoming Loyal
730,422,Becoming Loyal
732,422,Becoming Loyal
736,422,Becoming Loyal
737,422,Becoming Loyal
750,422,Becoming Loyal
757,422,Becoming Loyal
763,422,Becoming Loyal
770,422,Becoming Loyal
777,422,Becoming Loyal
782,422,Becoming Loyal
786,422,Becoming Loyal
792,422,Becoming Loyal
794,422,Becoming Loyal
796,422,Becoming Loyal
800,422,Becoming Loyal
815,422,Becoming Loyal
818,422,Becoming Loyal
823,422,Becoming Loyal
829,422,Becoming Loyal
840,422,Becoming Loyal
849,422,Becoming Loyal
857,422,Becoming Loyal
864,422,Becoming Loyal
868,422,Becoming Loyal
873,422,Becoming Loyal
875,422,Becoming Loyal
886,422,Becoming Loyal
893,422,Becoming Loyal
912,422,Becoming Loyal
918,422,Becoming Loyal
923,422,Becoming Loyal
934,422,Becoming Loyal
935,422,Becoming Loyal
940,422,Becoming Loyal
945,422,Becoming Loyal
947,422,Becoming Loyal
949,422,Becoming Loyal
950,422,Becoming Loyal
952,422,Becoming Loyal
968,422,Becoming Loyal
971,422,Becoming Loyal
974,422,Becoming Loyal
979,422,Becoming Loyal
996,422,Becoming Loyal
1007,422,Becoming Loyal
1014,422,Becoming Loyal
1029,422,Becoming Loyal
1039,422,Becoming Loyal
1052,422,Becoming Loyal
1056,422,Becoming Loyal
1062,422,Becoming Loyal
1063,422,Becoming Loyal
1071,422,Becoming Loyal
1081,422,Becoming Loyal
1088,422,Becoming Loyal
1094,422,Becoming Loyal
1110,422,Becoming Loyal
1122,422,Becoming Loyal
1123,422,Becoming Loyal
1128,422,Becoming Loyal
1131,422,Becoming Loyal
1133,422,Becoming Loyal
1136,422,Becoming Loyal
1143,422,Becoming Loyal
1151,422,Becoming Loyal
1157,422,Becoming Loyal
1158,422,Becoming Loyal
1169,422,Becoming Loyal
1170,422,Becoming Loyal
1172,422,Becoming Loyal
1182,422,Becoming Loyal
1184,422,Becoming Loyal
1195,422,Becoming Loyal
1205,422,Becoming Loyal
1208,422,Becoming Loyal
1213,422,Becoming Loyal
1217,422,Becoming Loyal
1218,422,Becoming Loyal
1224,422,Becoming Loyal
1252,422,Becoming Loyal
1254,422,Becoming Loyal
1259,422,Becoming Loyal
1263,422,Becoming Loyal
1287,422,Becoming Loyal
1289,422,Becoming Loyal
1291,422,Becoming Loyal
1292,422,Becoming Loyal
1303,422,Becoming Loyal
1308,422,Becoming Loyal
1313,422,Becoming Loyal
1318,422,Becoming Loyal
1326,422,Becoming Loyal
1328,422,Becoming Loyal
1330,422,Becoming Loyal
1332,422,Becoming Loyal
1335,422,Becoming Loyal
1336,422,Becoming Loyal
1337,422,Becoming Loyal
1345,422,Becoming Loyal
1351,422,Becoming Loyal
1356,422,Becoming Loyal
1368,422,Becoming Loyal
1372,422,Becoming Loyal
1378,422,Becoming Loyal
1379,422,Becoming Loyal
1384,422,Becoming Loyal
1388,422,Becoming Loyal
1398,422,Becoming Loyal
1400,422,Becoming Loyal
1410,422,Becoming Loyal
1411,422,Becoming Loyal
1413,422,Becoming Loyal
1417,422,Becoming Loyal
1423,422,Becoming Loyal
1426,422,Becoming Loyal
1427,422,Becoming Loyal
1432,422,Becoming Loyal
1435,422,Becoming Loyal
1436,422,Becoming Loyal
1445,422,Becoming Loyal
1446,422,Becoming Loyal
1449,422,Becoming Loyal
1450,422,Becoming Loyal
1451,422,Becoming Loyal
1452,422,Becoming Loyal
1453,422,Becoming Loyal
1461,422,Becoming Loyal
1470,422,Becoming Loyal
1472,422,Becoming Loyal
1478,422,Becoming Loyal
1486,422,Becoming Loyal
1492,422,Becoming Loyal
1496,422,Becoming Loyal
1500,422,Becoming Loyal
1508,422,Becoming Loyal
1514,422,Becoming Loyal
1516,422,Becoming Loyal
1528,422,Becoming Loyal
1531,422,Becoming Loyal
1534,422,Becoming Loyal
1541,422,Becoming Loyal
1550,422,Becoming Loyal
1551,422,Becoming Loyal
1554,422,Becoming Loyal
1556,422,Becoming Loyal
1557,422,Becoming Loyal
1567,422,Becoming Loyal
1576,422,Becoming Loyal
1577,422,Becoming Loyal
1586,422,Becoming Loyal
1588,422,Becoming Loyal
1593,422,Becoming Loyal
1595,422,Becoming Loyal
1609,422,Becoming Loyal
1610,422,Becoming Loyal
1615,422,Becoming Loyal
1617,422,Becoming Loyal
1623,422,Becoming Loyal
1636,422,Becoming Loyal
1639,422,Becoming Loyal
1644,422,Becoming Loyal
1646,422,Becoming Loyal
1659,422,Becoming Loyal
1663,422,Becoming Loyal
1664,422,Becoming Loyal
1665,422,Becoming Loyal
1667,422,Becoming Loyal
1669,422,Becoming Loyal
1676,422,Becoming Loyal
1681,422,Becoming Loyal
1682,422,Becoming Loyal
1693,422,Becoming Loyal
1694,422,Becoming Loyal
1695,422,Becoming Loyal
1697,422,Becoming Loyal
1699,422,Becoming Loyal
1713,422,Becoming Loyal
1714,422,Becoming Loyal
1720,422,Becoming Loyal
1721,422,Becoming Loyal
1723,422,Becoming Loyal
1725,422,Becoming Loyal
1727,422,Becoming Loyal
1728,422,Becoming Loyal
1729,422,Becoming Loyal
1733,422,Becoming Loyal
1736,422,Becoming Loyal
1743,422,Becoming Loyal
1750,422,Becoming Loyal
1752,422,Becoming Loyal
1755,422,Becoming Loyal
1760,422,Becoming Loyal
1761,422,Becoming Loyal
1763,422,Becoming Loyal
1765,422,Becoming Loyal
1767,422,Becoming Loyal
1770,422,Becoming Loyal
1782,422,Becoming Loyal
1787,422,Becoming Loyal
1793,422,Becoming Loyal
1798,422,Becoming Loyal
1809,422,Becoming Loyal
1818,422,Becoming Loyal
